pos_id	pos_id_2	gene_peak_link
chr5:59831401-59831850	chr5:60487351-60488400	hichip
chr5:68287801-68289150	chr5:68549251-68549700	hichip
chr5:68287801-68289150	chr5:68746201-68747700	hichip
chr5:71632201-71632500	chr5:71743351-71744550	hichip
chr5:71632201-71632500	chr5:71752501-71753400	hichip
chr5:91382551-91384200	chr5:90917401-90917700	hichip
chr5:91382551-91384200	chr5:91042801-91043250	hichip
chr5:91382551-91384200	chr5:91101601-91102200	hichip
chr5:91382551-91384200	chr5:91126651-91127100	hichip
chr5:91382551-91384200	chr5:91162501-91163400	hichip
chr5:95758501-95760000	chr5:95821801-95823000	hichip
chr5:95758501-95760000	chr5:95857201-95857800	hichip
chr5:95758501-95760000	chr5:95989351-95989950	hichip
chr5:96157201-96158550	chr5:95821801-95823000	hichip
chr5:96157201-96158550	chr5:95857201-95857800	hichip
chr5:96157201-96158550	chr5:95989351-95989950	hichip
chr5:96157201-96158550	chr5:96144301-96144750	hichip
chr5:96157201-96158550	chr5:96176101-96176400	hichip
chr5:96157201-96158550	chr5:96177301-96177900	hichip
chr5:114377851-114378300	chr5:114475051-114475500	hichip
chr5:124995601-124995900	chr5:124906351-124907100	hichip
chr5:124995601-124995900	chr5:124908601-124909200	hichip
chr5:124995601-124995900	chr5:125011201-125013450	hichip
chr5:137752951-137755350	chr5:137624701-137625450	hichip
chr5:137752951-137755350	chr5:137796151-137796900	hichip
chr5:173766151-173768250	chr5:173868151-173868600	hichip
chr6:11066851-11069250	chr6:10950151-10950300	hichip
chr6:11066851-11069250	chr6:11217151-11219250	hichip
chr6:11066851-11069250	chr6:11251351-11252250	hichip
chr6:11066851-11069250	chr6:11392351-11393550	hichip
chr6:21738301-21739200	chr6:21886801-21888150	hichip
chr6:26155501-26160150	chr6:26103451-26104950	hichip
chr6:26155501-26160150	chr6:27806701-27808950	hichip
chr6:26155501-26160150	chr6:27823651-27825150	hichip
chr6:27823651-27825150	chr6:26155501-26160150	hichip
chr6:27823651-27825150	chr6:27806701-27808950	hichip
chr6:43769101-43773750	chr6:43704901-43705050	hichip
chr6:43769101-43773750	chr6:43926601-43928400	hichip
chr6:43769101-43773750	chr6:44312851-44313750	hichip
chr6:110952151-110953050	chr6:110527951-110529600	hichip
chr6:110952151-110953050	chr6:110655751-110657250	hichip
chr6:110952151-110953050	chr6:110681551-110682750	hichip
chr6:135946801-135947400	chr6:135935851-135936900	hichip
chr6:144330151-144331050	chr6:144343651-144344250	hichip
chr6:156776401-156780750	chr6:156822451-156823350	hichip
chr6:156776401-156780750	chr6:156994351-156994950	hichip
chr6:156776401-156780750	chr6:157020901-157022400	hichip
chr7:95986201-95986800	chr7:96321151-96322500	hichip
chr7:108091351-108092550	chr7:108108151-108108450	hichip
chr7:156931051-156932400	chr7:156903601-156903900	hichip
chr8:38509651-38511450	chr8:38384701-38387400	hichip
chr8:38509651-38511450	chr8:38494951-38496000	hichip
chr8:38509651-38511450	chr8:38643601-38645250	hichip
chr8:38509651-38511450	chr8:38734201-38736300	hichip
chr8:38509651-38511450	chr8:38766151-38767500	hichip
chr8:42257851-42258150	chr8:42185401-42186300	hichip
chr8:47734801-47739300	chr8:47524201-47527200	hichip
chr8:51928201-51928950	chr8:51973351-51974100	hichip
chr8:53734351-53735250	chr8:53692501-53693550	hichip
chr8:78738301-78739050	chr8:78530251-78530850	hichip
chr8:78738301-78739050	chr8:78804301-78805650	hichip
chr8:90000601-90002100	chr8:89719651-89720250	hichip
chr8:100308751-100311300	chr8:100487851-100488300	hichip
chr8:101437051-101439150	chr8:101375851-101377200	hichip
chr8:101437051-101439150	chr8:101504101-101506200	hichip
chr8:125272801-125274300	chr8:126555451-126558900	hichip
chr8:127018051-127019400	chr8:126824401-126825150	hichip
chr8:127018051-127019400	chr8:126876601-126877200	hichip
chr8:127018051-127019400	chr8:126926401-126927150	hichip
chr8:127018051-127019400	chr8:127090801-127093950	hichip
chr8:127018051-127019400	chr8:127099801-127100700	hichip
chr8:127018051-127019400	chr8:127101301-127102950	hichip
chr8:127018051-127019400	chr8:127215001-127216200	hichip
chr8:127018051-127019400	chr8:127330051-127330950	hichip
chr8:127018051-127019400	chr8:127507351-127508100	hichip
chr8:127018051-127019400	chr8:127782151-127783050	hichip
chr9:494401-495450	chr9:563551-564150	hichip
chr9:19201801-19202850	chr9:19208551-19209150	hichip
chr9:20382451-20383050	chr9:20356351-20357250	hichip
chr9:36296401-36298350	chr9:36273451-36273750	hichip
chr9:69678901-69679500	chr9:69715351-69716100	hichip
chr9:72540001-72540900	chr9:72526801-72528300	hichip
chr9:72540001-72540900	chr9:72576301-72579450	hichip
chr9:109060051-109060800	chr9:108991351-108991950	hichip
chr9:109060051-109060800	chr9:109081951-109082550	hichip
chr9:109060051-109060800	chr9:109100401-109102350	hichip
chr9:109060051-109060800	chr9:109250401-109251900	hichip
chr9:114995701-114997050	chr9:114779251-114779850	hichip
chr9:114995701-114997050	chr9:114906901-114909000	hichip
chr9:114995701-114997050	chr9:115494901-115496550	hichip
chr9:121021351-121021800	chr9:120942151-120943050	hichip
chr9:128072251-128073000	chr9:128078551-128079600	hichip
chr9:137188201-137190750	chr9:136798651-136801650	hichip
chr1:6157201-6158400	chr1:6058501-6060000	hichip
chr1:8889901-8890800	chr1:8880151-8880900	hichip
chr1:61568701-61569600	chr1:61640401-61641150	hichip
chr1:61568701-61569600	chr1:61641751-61643100	hichip
chr1:93584251-93585900	chr1:93552751-93554550	hichip
chr1:93584251-93585900	chr1:93591301-93593250	hichip
chr1:151510051-151514850	chr1:151539301-151541400	hichip
chr1:154463551-154464000	chr1:154885201-154887150	hichip
chr1:214507051-214507800	chr1:214550851-214552650	hichip
chr1:225412501-225413400	chr1:225418051-225419250	hichip
chr1:234960451-234962400	chr1:234610351-234613500	hichip
chr1:234960451-234962400	chr1:235083151-235084350	hichip
chr1:244255951-244256700	chr1:244254151-244254750	hichip
chr1:246052201-246052800	chr1:246083551-246084300	hichip
chr10:50579701-50580600	chr10:50604301-50604600	hichip
chr11:12853651-12855300	chr11:12248101-12250050	hichip
chr11:20013301-20014050	chr11:20027101-20028000	hichip
chr11:42756601-42757200	chr11:42766201-42767250	hichip
chr11:63936901-63940650	chr11:63774901-63776250	hichip
chr11:65101051-65102850	chr11:64841551-64846050	hichip
chr11:65101051-65102850	chr11:65036851-65037900	hichip
chr11:65101051-65102850	chr11:65040601-65042250	hichip
chr11:65101051-65102850	chr11:65379151-65383350	hichip
chr11:65885401-65889600	chr11:65889901-65894250	hichip
chr11:65885401-65889600	chr11:65694901-65697300	hichip
chr11:67316551-67318650	chr11:67264951-67269150	hichip
chr11:86551201-86552100	chr11:86567401-86567850	hichip
chr11:93497251-93498600	chr11:93228751-93229500	hichip
chr11:93497251-93498600	chr11:93236701-93237750	hichip
chr11:93497251-93498600	chr11:93317101-93317550	hichip
chr11:93497251-93498600	chr11:93355951-93356850	hichip
chr11:93497251-93498600	chr11:93541801-93543900	hichip
chr11:111304801-111306150	chr11:111334351-111336000	hichip
chr11:111304801-111306150	chr11:111426451-111427950	hichip
chr11:113773051-113774250	chr11:114178651-114180900	hichip
chr11:129853501-129854850	chr11:129828301-129828900	hichip
chr11:129853501-129854850	chr11:130001551-130003950	hichip
chr11:129853501-129854850	chr11:130180801-130182300	hichip
chr12:1220101-1221000	chr12:1217101-1217850	hichip
chr12:6492751-6494700	chr12:6430201-6431400	hichip
chr12:6492751-6494700	chr12:6532351-6536400	hichip
chr12:12872101-12873150	chr12:12883201-12883950	hichip
chr12:51024301-51026850	chr12:50924551-50925600	hichip
chr12:62966551-62967150	chr12:62957251-62957700	hichip
chr12:95424001-95424900	chr12:95470201-95470950	hichip
chr12:116130451-116131500	chr12:115998301-115999200	hichip
chr13:43537051-43537500	chr13:43553251-43553850	hichip
chr13:50365951-50367000	chr13:50357551-50358450	hichip
chr13:50365951-50367000	chr13:50529151-50529900	hichip
chr13:104130751-104131200	chr13:103883101-103884450	hichip
chr13:104130751-104131200	chr13:104143801-104144550	hichip
chr13:104130751-104131200	chr13:104145451-104146050	hichip
chr13:104130751-104131200	chr13:104170651-104172000	hichip
chr14:37594201-37597350	chr14:37417201-37418400	hichip
chr15:29734951-29735550	chr15:29812201-29812650	hichip
chr15:61411801-61412100	chr15:61421851-61422300	hichip
chr15:64460101-64462200	chr15:64521151-64522500	hichip
chr15:94239301-94240800	chr15:94253101-94253400	hichip
chr17:2382451-2384100	chr17:2392351-2394750	hichip
chr17:28763551-28764300	chr17:28726801-28729650	hichip
chr17:28763551-28764300	chr17:28901551-28903650	hichip
chr17:50541751-50543850	chr17:50531551-50535000	hichip
chr17:50541751-50543850	chr17:50865001-50868150	hichip
chr17:71098201-71099850	chr17:72518701-72519750	hichip
chr17:79005151-79006350	chr17:78831751-78832500	hichip
chr18:23134051-23137500	chr18:23101801-23102250	hichip
chr19:37931701-37933950	chr19:37969501-37970250	hichip
chr19:41479051-41480250	chr19:41530801-41532000	hichip
chr2:54952651-54953700	chr2:54972451-54972900	hichip
chr2:65382751-65384250	chr2:65406451-65407050	hichip
chr2:65382751-65384250	chr2:65429851-65433150	hichip
chr2:160576051-160576500	chr2:160583101-160583550	hichip
chr2:233940901-233941500	chr2:233953201-233953800	hichip
chr2:233940901-233941500	chr2:234082051-234082950	hichip
chr20:694951-695850	chr20:753751-754650	hichip
chr20:45465001-45466200	chr20:45342001-45343950	hichip
chr20:47493151-47494200	chr20:47355901-47358000	hichip
chr20:47493151-47494200	chr20:47358751-47361150	hichip
chr20:50855851-50856750	chr20:50895151-50895750	hichip
chr20:53785201-53787150	chr20:53750851-53751600	hichip
chr20:53785201-53787150	chr20:53827951-53829000	hichip
chr20:53785201-53787150	chr20:53845951-53846550	hichip
chr20:53785201-53787150	chr20:53863951-53866650	hichip
chr20:55668001-55669050	chr20:55678051-55678500	hichip
chr21:17441401-17441850	chr21:17435551-17437200	hichip
chr21:17441401-17441850	chr21:17462401-17463150	hichip
chr21:17441401-17441850	chr21:17498551-17499150	hichip
chr21:17441401-17441850	chr21:17512351-17514450	hichip
chr21:31337851-31338450	chr21:31514551-31515150	hichip
chr21:36347401-36347850	chr21:36134251-36136650	hichip
chr21:36347401-36347850	chr21:36155401-36157650	hichip
chr22:21735301-21736500	chr22:21707701-21708450	hichip
chr3:3015301-3017100	chr3:3126301-3127800	hichip
chr3:10283401-10284000	chr3:10203901-10204200	hichip
chr3:37945351-37946400	chr3:37934851-37935750	hichip
chr3:37945351-37946400	chr3:37964251-37965300	hichip
chr3:97947751-97948650	chr3:97957501-97958250	hichip
chr3:132603301-132603450	chr3:132577351-132578400	hichip
chr3:138686701-138687150	chr3:138670501-138670800	hichip
chr3:188641201-188641500	chr3:188635351-188636100	hichip
chr4:25349551-25350150	chr4:25299601-25300350	hichip
chr4:39568951-39569250	chr4:39622651-39622800	hichip
chr4:72940801-72941100	chr4:72914701-72915300	hichip
chr4:76208401-76208850	chr4:76235851-76236300	hichip
chr4:82524601-82526400	chr4:82543051-82543500	hichip
chr4:87092701-87093900	chr4:87010951-87013200	hichip
chr4:87092701-87093900	chr4:87025351-87026100	hichip
chr4:88514401-88516050	chr4:88216351-88217400	hichip
chr4:88514401-88516050	chr4:88318351-88319850	hichip
chr4:88514401-88516050	chr4:88320751-88321350	hichip
chr4:94451401-94453350	chr4:94400251-94400400	hichip
chr4:94451401-94453350	chr4:94623151-94623900	hichip
chr4:105585901-105586950	chr4:105594601-105595050	hichip
chr4:123555001-123556050	chr4:123588001-123588900	hichip
chr4:140019301-140020350	chr4:139665601-139667250	hichip
chr4:140019301-140020350	chr4:139887001-139887750	hichip
chr4:169177051-169177650	chr4:169129801-169130100	hichip
chr4:185880601-185881200	chr4:185865901-185866350	hichip
chr5:14551051-14551650	chr5:14588851-14589600	hichip
chr5:16547251-16548600	chr5:16520851-16522050	hichip
chr5:39656251-39657000	chr5:39613201-39614250	hichip
chr5:59380501-59381850	chr5:59798701-59800350	hichip
chr5:71714851-71715300	chr5:71743351-71744550	hichip
chr5:71714851-71715300	chr5:71752501-71753400	hichip
chr5:95821801-95823000	chr5:95758501-95760000	hichip
chr5:95821801-95823000	chr5:95857201-95857800	hichip
chr5:95821801-95823000	chr5:96157201-96158550	hichip
chr5:96176101-96176400	chr5:96177301-96177900	hichip
chr5:96176101-96176400	chr5:96157201-96158550	hichip
chr5:98772451-98775000	chr5:98779201-98780850	hichip
chr5:98772451-98775000	chr5:98786251-98787600	hichip
chr5:114475051-114475500	chr5:114377851-114378300	hichip
chr5:125011201-125013450	chr5:124906351-124907100	hichip
chr5:125011201-125013450	chr5:124908601-124909200	hichip
chr5:125011201-125013450	chr5:124921801-124923450	hichip
chr5:125011201-125013450	chr5:124995601-124995900	hichip
chr5:137796151-137796900	chr5:137624701-137625450	hichip
chr5:137796151-137796900	chr5:137752951-137755350	hichip
chr5:173868151-173868600	chr5:173766151-173768250	hichip
chr6:11217151-11219250	chr6:11066851-11069250	hichip
chr6:11217151-11219250	chr6:11251351-11252250	hichip
chr6:11217151-11219250	chr6:11296951-11297850	hichip
chr6:11217151-11219250	chr6:11392351-11393550	hichip
chr6:20230801-20231400	chr6:20182651-20183700	hichip
chr6:20230801-20231400	chr6:20402401-20404950	hichip
chr6:27033151-27034050	chr6:27075751-27076800	hichip
chr6:43926601-43928400	chr6:43769101-43773750	hichip
chr6:105121801-105122850	chr6:105302101-105303000	hichip
chr6:105121801-105122850	chr6:105326251-105327150	hichip
chr6:106410901-106412100	chr6:106431451-106431900	hichip
chr6:107152651-107153400	chr6:107216551-107217600	hichip
chr6:144343651-144344250	chr6:144330151-144331050	hichip
chr6:156822451-156823350	chr6:156776401-156780750	hichip
chr6:156822451-156823350	chr6:156994351-156994950	hichip
chr7:16765351-16765500	chr7:16786351-16786500	hichip
chr7:77498701-77499450	chr7:77453701-77454000	hichip
chr7:83547451-83548200	chr7:83648401-83650050	hichip
chr7:108094951-108095850	chr7:108108151-108108450	hichip
chr7:117364351-117364650	chr7:117384001-117385050	hichip
chr7:139117051-139119300	chr7:139317901-139318650	hichip
chr7:143045101-143046900	chr7:143172451-143172750	hichip
chr8:38643601-38645250	chr8:38509651-38511450	hichip
chr8:38643601-38645250	chr8:38734201-38736300	hichip
chr8:48370951-48372300	chr8:48833401-48833700	hichip
chr8:51973351-51974100	chr8:51928201-51928950	hichip
chr8:58137001-58137150	chr8:58162051-58162350	hichip
chr8:73490101-73490850	chr8:73453351-73453950	hichip
chr8:73490101-73490850	chr8:73631551-73632450	hichip
chr8:78804301-78805650	chr8:78738301-78739050	hichip
chr8:100487851-100488300	chr8:100308751-100311300	hichip
chr8:100487851-100488300	chr8:100680601-100682100	hichip
chr8:101504101-101506200	chr8:101437051-101439150	hichip
chr8:101504101-101506200	chr8:101578051-101579850	hichip
chr8:101504101-101506200	chr8:101582701-101584950	hichip
chr8:101504101-101506200	chr8:101607151-101608650	hichip
chr8:107597401-107597700	chr8:107614351-107614950	hichip
chr8:127090801-127093950	chr8:126555451-126558900	hichip
chr8:127090801-127093950	chr8:126824401-126825150	hichip
chr8:127090801-127093950	chr8:126876601-126877200	hichip
chr8:127090801-127093950	chr8:126926401-126927150	hichip
chr8:127090801-127093950	chr8:127018051-127019400	hichip
chr8:127090801-127093950	chr8:127099801-127100700	hichip
chr8:127090801-127093950	chr8:127101301-127102950	hichip
chr8:127090801-127093950	chr8:127215001-127216200	hichip
chr8:127090801-127093950	chr8:127330051-127330950	hichip
chr8:127090801-127093950	chr8:127507351-127508100	hichip
chr8:127090801-127093950	chr8:127782151-127783050	hichip
chr8:133851001-133852200	chr8:133455151-133457250	hichip
chr9:563551-564150	chr9:494401-495450	hichip
chr9:19208551-19209150	chr9:19201801-19202850	hichip
chr9:69715351-69716100	chr9:69678901-69679500	hichip
chr9:72576301-72579450	chr9:72526801-72528300	hichip
chr9:72576301-72579450	chr9:72540001-72540900	hichip
chr9:109081951-109082550	chr9:108894301-108894900	hichip
chr9:109081951-109082550	chr9:109060051-109060800	hichip
chr9:109081951-109082550	chr9:109100401-109102350	hichip
chr9:109903201-109903950	chr9:110089351-110090550	hichip
chr9:111605101-111605850	chr9:111621301-111622200	hichip
chr9:111605101-111605850	chr9:112064701-112066800	hichip
chr9:115484551-115485300	chr9:115494901-115496550	hichip
chr9:125511751-125512650	chr9:125537851-125538450	hichip
chr9:128078551-128079600	chr9:128072251-128073000	hichip
chr1:61640401-61641150	chr1:61641751-61643100	hichip
chr1:61640401-61641150	chr1:61568701-61569600	hichip
chr1:93591301-93593250	chr1:93552751-93554550	hichip
chr1:93591301-93593250	chr1:93584251-93585900	hichip
chr1:151539301-151541400	chr1:151510051-151514850	hichip
chr1:154607101-154609200	chr1:154885201-154887150	hichip
chr1:214550851-214552650	chr1:214507051-214507800	hichip
chr1:225418051-225419250	chr1:225412501-225413400	hichip
chr1:235083151-235084350	chr1:234544051-234545700	hichip
chr1:235083151-235084350	chr1:234610351-234613500	hichip
chr1:235083151-235084350	chr1:234723451-234725550	hichip
chr1:235083151-235084350	chr1:234960451-234962400	hichip
chr1:246083551-246084300	chr1:246052201-246052800	hichip
chr10:50604301-50604600	chr10:50579701-50580600	hichip
chr10:74960701-74961000	chr10:74968201-74968950	hichip
chr10:74960701-74961000	chr10:74988901-74989350	hichip
chr10:77889151-77889900	chr10:78010051-78010650	hichip
chr11:20027101-20028000	chr11:20013301-20014050	hichip
chr11:42766201-42767250	chr11:42756601-42757200	hichip
chr11:64236301-64240950	chr11:64316851-64321200	hichip
chr11:64236301-64240950	chr11:65379151-65383350	hichip
chr11:65379151-65383350	chr11:64236301-64240950	hichip
chr11:65379151-65383350	chr11:65036851-65037900	hichip
chr11:65379151-65383350	chr11:65101051-65102850	hichip
chr11:65379151-65383350	chr11:65467501-65469450	hichip
chr11:65379151-65383350	chr11:65505451-65509800	hichip
chr11:65379151-65383350	chr11:65694901-65697300	hichip
chr11:65379151-65383350	chr11:66256501-66259050	hichip
chr11:65889901-65894250	chr11:65885401-65889600	hichip
chr11:65889901-65894250	chr11:65694901-65697300	hichip
chr11:67978951-67979100	chr11:68001751-68006400	hichip
chr11:86567401-86567850	chr11:86551201-86552100	hichip
chr11:87298351-87298500	chr11:86941801-86942700	hichip
chr11:93541801-93543900	chr11:93228751-93229500	hichip
chr11:93541801-93543900	chr11:93236701-93237750	hichip
chr11:93541801-93543900	chr11:93317101-93317550	hichip
chr11:93541801-93543900	chr11:93355951-93356850	hichip
chr11:93541801-93543900	chr11:93497251-93498600	hichip
chr11:96193351-96194100	chr11:96207451-96208050	hichip
chr11:111334351-111336000	chr11:111302401-111303900	hichip
chr11:111334351-111336000	chr11:111304801-111306150	hichip
chr11:111334351-111336000	chr11:111426451-111427950	hichip
chr11:114159751-114160500	chr11:114178651-114180900	hichip
chr11:114159751-114160500	chr11:114182851-114184050	hichip
chr11:129324151-129325050	chr11:129191551-129192750	hichip
chr11:129324151-129325050	chr11:129456301-129457650	hichip
chr11:130001551-130003950	chr11:129853501-129854850	hichip
chr11:130001551-130003950	chr11:130025401-130025850	hichip
chr11:130001551-130003950	chr11:130180801-130182300	hichip
chr12:6532351-6536400	chr12:6430201-6431400	hichip
chr12:6532351-6536400	chr12:6492751-6494700	hichip
chr12:10650151-10650300	chr12:10363801-10365900	hichip
chr12:12883201-12883950	chr12:12872101-12873150	hichip
chr12:26043301-26044350	chr12:26100901-26101800	hichip
chr12:42865051-42866100	chr12:42915451-42916350	hichip
chr12:42865051-42866100	chr12:42921751-42922800	hichip
chr12:62968951-62969850	chr12:62957251-62957700	hichip
chr12:64590001-64590750	chr12:64625251-64626150	hichip
chr12:95470201-95470950	chr12:95424001-95424900	hichip
chr13:43553251-43553850	chr13:43537051-43537500	hichip
chr13:50428051-50428500	chr13:50512951-50513700	hichip
chr13:50428051-50428500	chr13:50529151-50529900	hichip
chr13:104143801-104144550	chr13:104145451-104146050	hichip
chr13:104143801-104144550	chr13:103883101-103884450	hichip
chr13:104143801-104144550	chr13:104130751-104131200	hichip
chr13:104143801-104144550	chr13:104170651-104172000	hichip
chr14:24816151-24818400	chr14:24908701-24909150	hichip
chr15:29812201-29812650	chr15:29734951-29735550	hichip
chr15:61421851-61422300	chr15:61411801-61412100	hichip
chr15:64521151-64522500	chr15:64460101-64462200	hichip
chr15:92636551-92639850	chr15:92652151-92656200	hichip
chr15:92636551-92639850	chr15:92676751-92677050	hichip
chr15:92636551-92639850	chr15:92695651-92696850	hichip
chr15:94253101-94253400	chr15:94239301-94240800	hichip
chr16:46876351-46877100	chr16:46920301-46921050	hichip
chr17:2392351-2394750	chr17:2382451-2384100	hichip
chr17:28901551-28903650	chr17:28726801-28729650	hichip
chr17:28901551-28903650	chr17:28763551-28764300	hichip
chr17:50865001-50868150	chr17:50531551-50535000	hichip
chr17:50865001-50868150	chr17:50541751-50543850	hichip
chr17:50865001-50868150	chr17:50909101-50909850	hichip
chr17:79918801-79919850	chr17:80068201-80069550	hichip
chr18:3710701-3711300	chr18:3721801-3723450	hichip
chr18:49560451-49562850	chr18:49591351-49592250	hichip
chr18:49560451-49562850	chr18:49663951-49665000	hichip
chr18:49560451-49562850	chr18:49681201-49681800	hichip
chr19:37969501-37970250	chr19:37931701-37933950	hichip
chr19:41530801-41532000	chr19:41479051-41480250	hichip
chr2:8493151-8494950	chr2:8500201-8501100	hichip
chr2:54972451-54972900	chr2:54952651-54953700	hichip
chr2:65406451-65407050	chr2:65382751-65384250	hichip
chr2:65406451-65407050	chr2:65429851-65433150	hichip
chr2:160583101-160583550	chr2:160576051-160576500	hichip
chr2:164821201-164821650	chr2:164839951-164842800	hichip
chr2:171762901-171763500	chr2:172084201-172089000	hichip
chr2:233953201-233953800	chr2:233940901-233941500	hichip
chr2:233953201-233953800	chr2:234082051-234082950	hichip
chr2:237858301-237862350	chr2:237489301-237490650	hichip
chr20:753751-754650	chr20:237601-238650	hichip
chr20:753751-754650	chr20:297151-298950	hichip
chr20:753751-754650	chr20:366001-366750	hichip
chr20:753751-754650	chr20:694951-695850	hichip
chr20:20743501-20744700	chr20:20759101-20760000	hichip
chr20:35179351-35180100	chr20:35207851-35208750	hichip
chr20:50895151-50895750	chr20:50855851-50856750	hichip
chr20:53827951-53829000	chr20:53785201-53787150	hichip
chr20:53827951-53829000	chr20:53845951-53846550	hichip
chr20:53827951-53829000	chr20:53863951-53866650	hichip
chr20:55678051-55678500	chr20:55668001-55669050	hichip
chr21:17446651-17447250	chr21:17435551-17437200	hichip
chr21:17446651-17447250	chr21:17462401-17463150	hichip
chr21:17446651-17447250	chr21:17498551-17499150	hichip
chr21:17446651-17447250	chr21:17512351-17514450	hichip
chr21:31514551-31515150	chr21:31337851-31338450	hichip
chr21:36584701-36585600	chr21:36639451-36641250	hichip
chr21:36584701-36585600	chr21:37071901-37074450	hichip
chr21:42590701-42593700	chr21:42624151-42624900	hichip
chr21:42590701-42593700	chr21:42731101-42732300	hichip
chr21:42590701-42593700	chr21:42734101-42735000	hichip
chr3:3126301-3127800	chr3:3015301-3017100	hichip
chr3:23592901-23593650	chr3:23645851-23646900	hichip
chr3:23592901-23593650	chr3:23712601-23713350	hichip
chr3:23592901-23593650	chr3:23750701-23751600	hichip
chr3:25854151-25855050	chr3:25916401-25916850	hichip
chr3:37964251-37965300	chr3:37934851-37935750	hichip
chr3:37964251-37965300	chr3:37945351-37946400	hichip
chr3:97957501-97958250	chr3:97947751-97948650	hichip
chr3:187738651-187743000	chr3:188176351-188176800	hichip
chr3:187738651-187743000	chr3:188206201-188207400	hichip
chr3:187738651-187743000	chr3:188947351-188948550	hichip
chr3:188947351-188948550	chr3:187738651-187743000	hichip
chr4:38464801-38465250	chr4:38613151-38614050	hichip
chr4:38464801-38465250	chr4:38620951-38622150	hichip
chr4:39622651-39622800	chr4:39458251-39460350	hichip
chr4:39622651-39622800	chr4:39514951-39515250	hichip
chr4:39622651-39622800	chr4:39568951-39569250	hichip
chr4:68670451-68671800	chr4:68732701-68733450	hichip
chr4:68670451-68671800	chr4:68904751-68906700	hichip
chr4:68670451-68671800	chr4:69027301-69028050	hichip
chr4:69830251-69831450	chr4:69868351-69868950	hichip
chr4:73068301-73070550	chr4:72567601-72570450	hichip
chr4:73068301-73070550	chr4:73257151-73260000	hichip
chr4:76235851-76236300	chr4:76208401-76208850	hichip
chr4:76235851-76236300	chr4:76374001-76375050	hichip
chr4:76235851-76236300	chr4:76526251-76527150	hichip
chr4:82543051-82543500	chr4:82524601-82526400	hichip
chr4:87409351-87410550	chr4:87419401-87420300	hichip
chr4:105594601-105595050	chr4:105585901-105586950	hichip
chr4:123588001-123588900	chr4:123555001-123556050	hichip
chr5:14588851-14589600	chr5:14551051-14551650	hichip
chr5:35187751-35188650	chr5:35237701-35238450	hichip
chr5:59487451-59488650	chr5:59587501-59588250	hichip
chr5:60206551-60207450	chr5:60374401-60374850	hichip
chr5:71743351-71744550	chr5:71632201-71632500	hichip
chr5:71743351-71744550	chr5:71714851-71715300	hichip
chr5:71743351-71744550	chr5:71752501-71753400	hichip
chr5:90917401-90917700	chr5:91382551-91384200	hichip
chr5:95857201-95857800	chr5:95758501-95760000	hichip
chr5:95857201-95857800	chr5:95821801-95823000	hichip
chr5:95857201-95857800	chr5:95878351-95879700	hichip
chr5:95857201-95857800	chr5:95989351-95989950	hichip
chr5:95857201-95857800	chr5:96157201-96158550	hichip
chr5:96177301-96177900	chr5:96176101-96176400	hichip
chr5:96177301-96177900	chr5:96157201-96158550	hichip
chr5:98779201-98780850	chr5:98772451-98775000	hichip
chr5:98779201-98780850	chr5:98786251-98787600	hichip
chr5:125026951-125027850	chr5:124906351-124907100	hichip
chr5:125026951-125027850	chr5:124908601-124909200	hichip
chr5:127648951-127650300	chr5:127667851-127668750	hichip
chr5:138198601-138199500	chr5:138352201-138353850	hichip
chr5:142720351-142721400	chr5:142874401-142875300	hichip
chr6:11251351-11252250	chr6:11066851-11069250	hichip
chr6:11251351-11252250	chr6:11217151-11219250	hichip
chr6:11251351-11252250	chr6:11392351-11393550	hichip
chr6:20402401-20404950	chr6:20230801-20231400	hichip
chr6:21886801-21888150	chr6:21738301-21739200	hichip
chr6:21886801-21888150	chr6:22362451-22363800	hichip
chr6:27075751-27076800	chr6:27033151-27034050	hichip
chr6:34595401-34596300	chr6:34656601-34657800	hichip
chr6:44312851-44313750	chr6:43769101-43773750	hichip
chr6:49668001-49668750	chr6:49722901-49723200	hichip
chr6:105302101-105303000	chr6:105121801-105122850	hichip
chr6:105302101-105303000	chr6:105326251-105327150	hichip
chr6:106431451-106431900	chr6:106410901-106412100	hichip
chr6:106431451-106431900	chr6:106509901-106513050	hichip
chr6:107216551-107217600	chr6:107152651-107153400	hichip
chr6:138817801-138818400	chr6:138833701-138835050	hichip
chr6:150972751-150973650	chr6:151004251-151005000	hichip
chr6:156994351-156994950	chr6:156776401-156780750	hichip
chr6:156994351-156994950	chr6:156822451-156823350	hichip
chr6:156994351-156994950	chr6:157020901-157022400	hichip
chr7:16786351-16786500	chr7:16765351-16765500	hichip
chr7:83648401-83650050	chr7:83547451-83548200	hichip
chr7:96321151-96322500	chr7:95986201-95986800	hichip
chr7:96321151-96322500	chr7:96595801-96596700	hichip
chr7:104114851-104115300	chr7:104126401-104126550	hichip
chr7:108108151-108108450	chr7:108091351-108092550	hichip
chr7:108108151-108108450	chr7:108094951-108095850	hichip
chr7:117384001-117385050	chr7:117364351-117364650	hichip
chr7:139317901-139318650	chr7:139117051-139119300	hichip
chr7:143172451-143172750	chr7:143045101-143046900	hichip
chr7:149194951-149197050	chr7:149205601-149206650	hichip
chr7:156608701-156610050	chr7:156614101-156615300	hichip
chr7:156608701-156610050	chr7:156663451-156664350	hichip
chr8:38734201-38736300	chr8:38384701-38387400	hichip
