Geneid	Length	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	SE
RNASEH1	7515	0.475241251940431	0.34510739647925104	0.60537510740161	5.71414724315326	7.575878265665259	1.48859733677385e-07	8.92515842062823e-07	6.98431119724221	0.0663948242148875
RBM3	4432	-0.39898522840368	-0.5070150557127849	-0.290955401094575	6.96501200035307	-7.66164964108808	1.24127053710742e-07	7.635631340799229e-07	6.9839571221934404	0.055117258831176
FBLIM1	5351	0.7281662244959709	0.523318925887623	0.933013523104318	3.3850731731397903	7.3741071263355495	2.2913714493925e-07	1.3145678976069599e-06	6.97815473442746	0.10451392786140179
C1QBP	1163	-0.40047228428856	-0.508401201231699	-0.29254336734542197	7.92992183205362	-7.6973954538521205	1.1510818710399699e-07	7.12712950464123e-07	6.976915963028739	0.05506577395058087
POLR1A	6637	-0.46826732803013704	-0.5959761816930009	-0.340558474367273	6.05826849628155	-7.60644980347195	1.3950890513576698e-07	8.404823243866121e-07	6.97123058347569	0.0651575783994204
ABCF2	5172	-0.353333559387416	-0.449319826830125	-0.257347291944706	6.57638003596931	-7.63633438866958	1.30952045450055e-07	7.96609012248727e-07	6.97064105187729	0.04897258542995382
ZYX	2399	0.476521497762064	0.34531171965603297	0.607731275868095	4.95140372513036	7.53399712453121	1.62728614749197e-07	9.659403670368999e-07	6.96893839235703	0.06694376433981172
PI4KA	7044	0.34516601202778696	0.25209982679382703	0.43823219726174695	7.980275062509719	7.6938774629571105	1.15965037885481e-07	7.173077380536359e-07	6.96530112411144	0.04748274756834692
GCDH	3833	-0.5565871573961999	-0.7113724537732091	-0.401801861019192	4.430534623744849	-7.459550032592469	1.9075867632482801e-07	1.11277378102505e-06	6.96515197405969	0.07897208998826967
HGD	2532	0.466448259672039	0.339447956160915	0.593448563183163	6.38442197246863	7.619173639966179	1.35797390910168e-07	8.216859553572151e-07	6.964172501704379	0.06479607321996121
ENPP1	7442	0.729011494432127	0.523560649654828	0.9344623392094259	3.09661539910168	7.360979319868321	2.3570283534502602e-07	1.34421585066066e-06	6.9629860166876	0.10482185958025458
SLBP	2232	-0.349895997652172	-0.444825130739242	-0.254966864565103	6.81271893950776	-7.646252102679581	1.2823331207107102e-07	7.823546286971479e-07	6.9625085189595195	0.048433231166872204
C1orf109	4502	-0.42027342634117604	-0.535650899234347	-0.304895953448006	5.43087315992415	-7.556489118205639	1.5512250662169e-07	9.240047095963259e-07	6.959029643739929	0.05886605759855639
BUB3	2764	-0.335999153654372	-0.42697699343438106	-0.24502131387436302	7.04972361349614	-7.66146312996702	1.24175974048835e-07	7.635631340799229e-07	6.95488340231357	0.04641726519388215
NFASC	13839	0.7274604402792371	0.525003321198423	0.9299175593600508	4.48706583060129	7.453932943540501	1.9306564489292897e-07	1.12518117799837e-06	6.94932465337242	0.10329444851061935
RNF169	7898	-0.42928163900386995	-0.5473766702366261	-0.311186607771113	5.27870154258915	-7.54084199686324	1.60374077184351e-07	9.524163130078729e-07	6.94600495944242	0.06025256695548802
ZNF398	6274	0.42387293385820396	0.307018591099859	0.5407272766165501	5.1943022441968	7.524886985763639	1.6591769345346802e-07	9.834694574972971e-07	6.944957737576179	0.05961956263180894
RBM22	3111	-0.390149781381106	-0.49689788546889	-0.28340167729332105	5.90714986906861	-7.58194012522951	1.46955617540928e-07	8.815221568517929e-07	6.94156621201397	0.05446331841213494
TEAD3	2991	0.639503261969215	0.460669384563218	0.818337139375212	4.1065997173771605	7.41826125573243	2.08402120633912e-07	1.20556913930798e-06	6.938776080139509	0.09124177418673317
EIF3J	2558	-0.34089027367934494	-0.43321363675214497	-0.24856691060654398	7.25998239349818	-7.65970681671939	1.24637615759693e-07	7.64325766459232e-07	6.93557364904803	0.047103756669796173
CCDC77	2506	-0.562710052905031	-0.7197031521281271	-0.40571695368193395	4.30701218830126	-7.4355528350325795	2.00817175443428e-07	1.16492599082055e-06	6.93050980881917	0.08009852001178397
COL5A2	7084	-0.7253849658742421	-0.9300363235030809	-0.520733608245404	2.58615646113472	-7.352974726604789	2.39800915085986e-07	1.36385406710187e-06	6.93012447668643	0.10441395797389715
KIAA1468	13757	-0.34713003935417497	-0.44162582912141496	-0.25263424958693503	6.6263579500986305	-7.620595175578281	1.3538909553721698e-07	8.2000924579009e-07	6.92770092727237	0.04821213763634692
RASSF10	2684	-0.5539317791583979	-0.708143911814936	-0.399719646501859	4.414782774171759	-7.451554654291071	1.9405105537848398e-07	1.12987063031506e-06	6.919190442147451	0.07867965951864209
KAZN	15754	0.7882294548666858	0.56550553902567	1.0109533707076999	3.27273034512636	7.341671683496309	2.45712895018824e-07	1.3922944811709499e-06	6.91387963011963	0.11363465093929333
SERPINI1	2298	0.7520871912087691	0.540422521268732	0.963751861148807	3.7077370210023397	7.37104345574532	2.30652372014437e-07	1.3220473647650102e-06	6.91150892606986	0.10799217854083544
DAB2	4601	1.30901823541049	0.93396660738243	1.68406986343854	1.9453482250421599	7.240420587488401	3.05848088378628e-07	1.69293067845735e-06	6.90249234452932	0.1913528714428852
KAZALD1	4518	0.7203627532632328	0.51708668324739	0.923638823279077	3.5120502357850296	7.35146927552932	2.4057980778027e-07	1.36766174491185e-06	6.8942330247844	0.1037122806203283
RGS2	1350	-0.926997561168788	-1.19125177051258	-0.662743351824991	2.6320508275132997	-7.277225465484039	2.82407588328265e-07	1.57606127754091e-06	6.891501245691151	0.13482357619581353
TYMSOS	844	-1.41320466412191	-1.81817508940244	-1.00823423884138	1.45031485703933	-7.239205530125671	3.0665520514672897e-07	1.6962374865218e-06	6.88705576278283	0.20661756391863773
KCNK1	2850	0.663044361942689	0.476059503357642	0.850029220527736	3.608691235004	7.35606061530294	2.3821243140445298e-07	1.3557788917111299e-06	6.885914634201731	0.09540043805359541
LSM7	691	-0.48539072224161894	-0.619281986156688	-0.351499458326551	5.48540971979826	-7.5205288688376495	1.67465971257728e-07	9.907676794571029e-07	6.88528547481646	0.0683118693444227
MAVS	11771	0.35422116890447	0.25804678839151896	0.450395549417421	7.4801223863459505	7.64054375774582	1.297909556554e-07	7.90700164058556e-07	6.8851635588398095	0.0490685614861995
CSNK1D	7409	0.352395883223831	0.256919155054817	0.447872611392846	7.983811178277791	7.656714457318049	1.25428224366254e-07	7.68240192455923e-07	6.882069515034191	0.048712616412762505
SCRN1	5552	1.4689153731943203	1.0470581086953599	1.89077263769329	2.05512538782629	7.22337891043578	3.1737054279093104e-07	1.7466732462254798e-06	6.86672571488739	0.2152332982137577
ITSN1	19677	-0.410930711987136	-0.522789550499949	-0.299071873474323	7.169249084562559	-7.62092079704456	1.35295748196172e-07	8.198410800777229e-07	6.86627798393504	0.057070835975925
PTCD3	6734	-0.30885570537837703	-0.39272953982366704	-0.22498187093308802	7.64974932012205	-7.63903119052104	1.30206948717748e-07	7.924620574102091e-07	6.86604085158498	0.042792772676168114
TRIM16	2901	0.919869171113728	0.658074849335967	1.18166349289149	2.8084747176173104	7.28911822615113	2.75234760122114e-07	1.5394674435286502e-06	6.86262236491578	0.13356853151926606
GTPBP3	2839	-0.517427542343493	-0.6606910159285021	-0.37416406875848396	5.27038149906108	-7.49243904316901	1.7780869143899102e-07	1.0474959715734301e-06	6.8619296284223	0.0730936089719434
MITF	14592	0.873130366807629	0.624853515932189	1.12140721768307	2.7952692602052496	7.29544886431616	2.7149327031003196e-07	1.52126282928987e-06	6.85784156353313	0.1266718626915513
ZNF792	3888	0.681003714700708	0.488650383450255	0.8733570459511619	3.50638924690467	7.34444396836869	2.44249131159985e-07	1.3866296042829099e-06	6.853613816523559	0.09813945471961912
TMEM169	3968	1.61571590253493	1.15351411422016	2.0779176908496897	0.69515589563143	7.25174511415813	2.9842986972737605e-07	1.6573397607560699e-06	6.85320221817075	0.23581723893610454
NLE1	5338	-0.358763000930634	-0.45716529549978396	-0.26036070636148395	6.222012250289849	-7.563304326308991	1.52890814881382e-07	9.14491902790504e-07	6.852678448101059	0.050205252331198984
BMP8A	6798	1.7281017619827101	1.2324631549041598	2.2237403690612703	0.9271668351820099	7.2329146144813	3.10869184660254e-07	1.7149936793635598e-06	6.85244952434359	0.25287684034620167
NDRG4	5164	1.50246935289973	1.0705559647940301	1.9343827410054402	1.4598871615673301	7.2163586435499	3.22246121536626e-07	1.76994673344875e-06	6.8434878526106395	0.22036397352331888
SMG5	5776	0.30976938043164504	0.225438687518453	0.39410007334483793	7.599598295276589	7.62012282111058	1.35524625386181e-07	8.204326111150841e-07	6.83467032137892	0.043025863731220644
IPO4	3620	-0.37817570302375203	-0.48196245873667404	-0.27438894731082997	6.354626928770389	-7.558938979135379	1.54316444890213e-07	9.20781884212224e-07	6.82680460172755	0.052952426384143894
EEF2	3158	-0.275714319577272	-0.3500034144547439	-0.20142522469979998	11.322832547391801	-7.699161122114821	1.1468059729665301e-07	7.10417317544827e-07	6.822758530754559	0.037902599427281615
TMEM231	3125	-0.959925665900279	-1.23562224929353	-0.6842290825070301	2.31640352312081	-7.22296270847789	3.17657469205461e-07	1.74704620437196e-06	6.817472475107219	0.14066152213941327
ITGB4	6872	1.94351341339029	1.38791479474126	2.49911203203933	0.315787840285544	7.256639325382019	2.95281376987718e-07	1.64244825420304e-06	6.80819918857393	0.2834686829842016
RTN4R	1919	0.8602449375982191	0.6149258396682851	1.10556403552815	3.2453955853002103	7.27444591852397	2.8411154716834803e-07	1.5848632089029498e-06	6.808028798027659	0.12516280506629207
PCNT	11042	-0.381532608462289	-0.485488029974139	-0.27757718695044	7.7055744377159	-7.613663370026809	1.37392080232093e-07	8.3012972207897e-07	6.807421709271389	0.05303848036318852
KIAA1191	2907	0.33424381095841	0.243062038969117	0.42542558294770205	7.561043920106091	7.6043920567319905	1.40118888011699e-07	8.4334435196642e-07	6.807380171512	0.04652131223943497
CDC27	6220	-0.34011462153337396	-0.43280529132465706	-0.247423951742091	7.54819048029547	-7.61199396404809	1.37879008365013e-07	8.32267254259308e-07	6.803859435046981	0.047291158056777055
NXN	5699	0.632830023351459	0.454072673778529	0.8115873729243891	3.8095477577664103	7.343994136313231	2.4448603101586105e-07	1.38734447286849e-06	6.79598208766492	0.0912027293739439
CAPNS1	2083	0.34093881675201	0.24827144042640897	0.43360619307761	8.74005470971907	7.63235804363857	1.32058685875466e-07	8.025598600530851e-07	6.7859689960438505	0.04727927363551047
XRN2	4382	-0.31363628713147396	-0.39916134391042	-0.22811123035252803	7.8999286614896	-7.60750218557068	1.39198002498261e-07	8.390136110080791e-07	6.7804938966487	0.04363523305048265
SDC4	2613	-0.40615200355314096	-0.518686549601691	-0.293617457504591	5.51526886810656	-7.48706993124981	1.79859306390371e-07	1.05857871430604e-06	6.78007161852418	0.057415584718647966
FGFR3	4463	0.629248128326635	0.451369076073464	0.807127180579805	3.70722983189383	7.33848276487419	2.47407806572838e-07	1.40011090537214e-06	6.7790867352328705	0.09075461849651557
PSMA3	998	-0.352745228445758	-0.4495074619209	-0.25598299497061605	6.84154334810175	-7.56248309013672	1.53157973898612e-07	9.156517607396201e-07	6.77531623116297	0.049368486466909174
GFOD2	7198	-0.5403998704826539	-0.69221286884334	-0.38858687212196796	4.637320512185349	-7.384403703572191	2.2411929895690603e-07	1.28873751437915e-06	6.76596484320892	0.07745561140851327
XPO1	5996	-0.33183780782052	-0.42206125989101095	-0.241614355750029	9.14798932838067	-7.629842602857421	1.3276371749532098e-07	8.0606082195678e-07	6.76581190114012	0.046032373505352546
CDK5R1	4815	-0.4246452375519071	-0.541895703826218	-0.307394771277596	6.11471315500165	-7.513128768221639	1.7012911026618098e-07	1.00509641183248e-06	6.763562525883009	0.0598216664664852
LIPA	2793	0.557355173836298	0.401986632529781	0.7127237151428141	5.19845809062984	7.44180184284397	1.98146441380632e-07	1.15103562439558e-06	6.755621002813821	0.07926966393189619
RGS3	16136	-0.342456896912073	-0.436376786075911	-0.24853700774823498	7.169526605526491	-7.56410412765355	1.5263109008246802e-07	9.13375422269475e-07	6.751535808924721	0.04791831079787654
SCG2	2572	0.826711210916256	0.589798218399162	1.06362420343335	3.2233901086039705	7.23892540889471	3.06841589564136e-07	1.69651778467106e-06	6.751313668568749	0.12087397577402756
PAM	6178	1.03364301703442	0.7353347009519079	1.33195133311694	2.2301911959177203	7.188104255778719	3.4266062725541e-07	1.86975141917062e-06	6.73906905678236	0.15219812045026326
NUP85	3558	-0.439899717837266	-0.5618340036417421	-0.317965432032789	5.91630217619802	-7.48405546699919	1.81021269879915e-07	1.06491618577356e-06	6.73109656849322	0.0622113703084064
STX12	3079	0.359130896816906	0.259986549501804	0.45827524413200804	6.26838649627357	7.5143940415450405	1.69670694097597e-07	1.00286210255984e-06	6.722239837864961	0.05058385067097042
NCK2	3979	0.398304854270759	0.28738152825839197	0.509228180283125	5.51970114353812	7.449066802491161	1.9508740225831398e-07	1.13503116103958e-06	6.72121653699384	0.05659353367977883
MFSD9	6304	0.613110144124905	0.439285517936368	0.7869347703134421	4.05445526249094	7.31705552462895	2.5911272334890597e-07	1.45846073211413e-06	6.718807151702349	0.08868603376966175
MSH4	3277	-2.03959505162827	-2.62080047060569	-1.45838963265085	-0.20161430010556103	-7.2798670460458395	2.80797947213246e-07	1.56777808758946e-06	6.717984205726481	0.2965333770292959
NYAP1	3976	1.47207600939351	1.04622962970941	1.89792238907761	0.6858659488546001	7.17111072999299	3.55574695247489e-07	1.9317858606209703e-06	6.7102425847107305	0.21726856106331632
IGFBP7	1317	2.36542271686101	1.69422943516942	3.0366159985525902	-0.0365379463901523	7.3108911115225395	2.6258453393776896e-07	1.47597538613132e-06	6.70963915564298	0.34244555188346176
NRG2	8604	1.6583748632889599	1.17972583015104	2.13702389642687	0.48378209284531704	7.18744729998026	3.43150803401347e-07	1.87160915938928e-06	6.705862254452269	0.2442086903764873
TMEM168	11750	-0.421806489239961	-0.538155428864203	-0.30545754961571897	6.62720389353178	-7.520729701752139	1.67394296868012e-07	9.907676794571029e-07	6.70116216864741	0.05936170388991939
C21orf58	6726	-0.5863187749344151	-0.7532937477634549	-0.419343802105374	4.01544753955671	-7.284362883213871	2.7808007916026804e-07	1.55468652485801e-06	6.68915912460189	0.0851913126678778
CLIP4	9610	0.587207893800785	0.42066563718546796	0.7537501504161022	4.20369038816972	7.314364403023389	2.60622525011688e-07	1.46560602121957e-06	6.688422192493111	0.0849705390894475
ZMAT3	9527	0.7414244752804409	0.5292426737645199	0.9536062767963609	3.47068300179245	7.24883040532701	3.00321310953955e-07	1.6656240941594499e-06	6.68705275123955	0.10825602118159208
ZNF638	9515	-0.296772552284563	-0.37824616905110703	-0.21529893551801899	7.804407290679211	-7.556416520131731	1.55146459118686e-07	9.240047095963259e-07	6.674197434195451	0.041568171819665316
CD2AP	5857	-0.418029791100661	-0.533027013404634	-0.303032568796688	7.53945770664701	-7.54100164906638	1.60319579627497e-07	9.524163130078729e-07	6.67280771035753	0.058672052195904593
TADA3	3419	0.367023645120974	0.26539446129926103	0.468652828942687	6.54791676773924	7.491775579113059	1.78060778405508e-07	1.04848694811458e-06	6.6642019826837995	0.05185162439883316
PDXP	2005	-0.481219175544488	-0.616483735462496	-0.345954615626479	5.0384354553192905	-7.38019868579943	2.2615473706104003e-07	1.29805342883382e-06	6.662083551867481	0.06901253057041251
KCNB1	12062	1.34119282075531	0.950867571010864	1.7315180704997502	2.06914914278318	7.128099064390139	3.90544636294882e-07	2.11076459071436e-06	6.6560789169206	0.19914553558389952
RNASEH2B	4512	-0.4454438337046239	-0.570598912820099	-0.32028875458915	5.11786723219818	-7.38335287452024	2.2462617944931197e-07	1.29105833071074e-06	6.64875039972997	0.0638546322017727
ZMYND11	6341	0.37871379183621007	0.274282781461148	0.48314480221127204	7.31535702051216	7.52299536966659	1.66587896729621e-07	9.869740744156348e-07	6.6416442819522095	0.05328112774237859
ACSM3	3052	-0.337670834994337	-0.43137364732021505	-0.24396802266845896	6.1972132512034594	-7.475669261630349	1.84294660103488e-07	1.07909486929916e-06	6.64056834887581	0.04780755730912145
HEPACAM2	2526	-3.75559423809604	-4.81808957990667	-2.6930988962853997	0.0714009647781672	-7.332647071034059	2.5054069125444397e-07	1.41463829330253e-06	6.634382203921289	0.542089460107467
CACYBP	3702	-0.402881448041635	-0.514768370701581	-0.29099452538168896	6.388210428347	-7.4697676513880005	1.86634711489695e-07	1.09177376150336e-06	6.63313980371729	0.057085164622421435
ARL8A	1795	0.4638843918048529	0.333181305047492	0.5945874785622141	4.977653548169999	7.362631574015079	2.348659469041e-07	1.34108197633566e-06	6.632327924471951	0.06668524834559236
RIMS3	7378	0.8206916627983799	0.583529737851199	1.0578535877455602	2.99570926759396	7.1786736099404695	3.49766668569069e-07	1.90271241243774e-06	6.63157135859767	0.12100098211590846
ZHX1	5403	-0.36964093077707394	-0.47172357960037203	-0.26755828195377696	7.144907916804769	-7.51168344305174	1.70654320694223e-07	1.00772303400968e-06	6.62947249076542	0.05208298409351916
SMIM1	573	1.36945502778353	0.96971496215122	1.76919509341585	1.3822821051100098	7.106884352125781	4.0907595355666703e-07	2.19478905382485e-06	6.61919263546854	0.20394901307771174
TMED3	12446	0.333405428638774	0.24149142841055102	0.425319428866997	7.72817376556412	7.524889940155551	1.6591664888050301e-07	9.834694574972971e-07	6.616894669232679	0.04689489807562397
EXOSC9	1930	-0.515951594401058	-0.661403210026416	-0.3704999787757	5.03950055928723	-7.358673979371259	2.36875650131321e-07	1.35028841873764e-06	6.611190944239921	0.07421000797212143
C16orf59	1631	-0.622937918197854	-0.8008614222193109	-0.445014414176396	4.10732839426157	-7.26307614376364	2.91192437204212e-07	1.62146844431619e-06	6.5906329248994995	0.09077729797013136
ABCE1	4194	-0.37319753950321005	-0.47612265731241904	-0.270272421694001	7.9613957603000305	-7.521882621591481	1.66983446860639e-07	9.88848919566483e-07	6.58975219642007	0.05251281520878011
SCGN	1550	0.35339983251307105	0.255395797066923	0.45140386795921994	6.645427425528849	7.48051561160408	1.82395621936399e-07	1.07098528408968e-06	6.5868178170041	0.05000205890109616
HIST1H2BG	445	-1.78074152530624	-2.3011619154033798	-1.2603211352090902	1.31809878421254	-7.0983226372727195	4.16808466512215e-07	2.2334001885422996e-06	6.57658781253637	0.2655206071924208
IPO7	6192	-0.33037605321229996	-0.42123683747932106	-0.239515268945278	8.91325091164372	-7.54295006262444	1.59656019401593e-07	9.49053684517028e-07	6.575767715413849	0.04635754299337833
ARF1	2334	-0.37512899956577705	-0.47934219420638	-0.270915804925174	6.86686099619778	-7.46735988675712	1.87598179432472e-07	1.0968965580380399e-06	6.570007330857611	0.05316999726561379
TMEM86A	3651	0.9103623401540959	0.645197265267619	1.1755274150405701	2.5534446960684503	7.12208437327456	3.95709196111011e-07	2.13314388123491e-06	6.56786487156358	0.13528830351350793
FZD8	3186	0.49553940795689205	0.354851747718903	0.6362270681948811	4.33134692064613	7.30686937685168	2.64875341704872e-07	1.48751421682507e-06	6.55996202137495	0.07177941848876992
ANKRD28	8686	0.34675083642826604	0.250535144771043	0.44296652808548903	7.21253709612529	7.4761974737888	1.8408669615219102e-07	1.07838228144261e-06	6.5566897181013095	0.04908963860062399
SNRPA1	1086	-0.423291112870448	-0.540896360950861	-0.30568586479003496	6.83688468593867	-7.4665779092166105	1.87912188116063e-07	1.09770573067239e-06	6.55478969766781	0.060002677592047464
EARS2	4581	-0.476617881975574	-0.611532436193697	-0.341703327757451	5.018874383000241	-7.32859433712591	2.52740382925185e-07	1.42577054465151e-06	6.55332375710671	0.06883395623373623
OGFOD1	3553	-0.44967131370692404	-0.576481135172317	-0.322861492241531	5.23824715757107	-7.35616471248906	2.3815903574952503e-07	1.3557788917111299e-06	6.55248693688228	0.06469888850275154
STARD3NL	2337	0.34161560761252396	0.24684747973435603	0.43638373549069204	7.29950201212354	7.47798442084218	1.83384941018745e-07	1.07527914994153e-06	6.545944331817941	0.048351085652126535
GATA5	2656	1.64632371286134	1.16489725203774	2.12775017368494	0.741576244707717	7.09405301526603	4.2072054399029103e-07	2.2495412833287497e-06	6.5393952491572	0.24562574531816325
CHRNB2	5867	0.38612117954544	0.278224980257166	0.494017378833714	6.354708799367441	7.42380627799001	2.05938205771035e-07	1.19186736589986e-06	6.53675769936466	0.055049081269527546
SSTR5	2718	1.04717735064704	0.740850316836745	1.35350438445734	1.98958094221875	7.09159732762609	4.22987659639022e-07	2.25973022784078e-06	6.535872646937751	0.15628930296443752
CPEB2	8463	0.9485181064810609	0.6724280707281579	1.22460814223396	2.6903797627490698	7.12695547623725	3.9152122620138997e-07	2.11421462148751e-06	6.5269648611105096	0.14086226313923525
RPF1	1975	-0.385744098887489	-0.494077934785633	-0.27741026298934496	5.783138832238341	-7.3865955996908	2.23065794504421e-07	1.2838607261048599e-06	6.52236515075742	0.05527236525415511
TMEM192	4547	0.358556476098536	0.258598888046703	0.45851406415036894	6.70159447792343	7.4413367028425	1.98343970339725e-07	1.15164792067668e-06	6.5186066961258495	0.05099876941420049
KRT2	2414	1.3207507744737699	0.9325217686089321	1.7089797803386102	1.6577578787399199	7.05735635316712	4.55939858825433e-07	2.41512888778675e-06	6.5160376049027	0.1980760234004281
DAZAP1	4692	-0.34482160998744504	-0.440438245380792	-0.24920497459409804	7.74918851042886	-7.48118114814167	1.8213640938458103e-07	1.07046885459175e-06	6.514980439957321	0.04878399764966683
RAPGEF3	8186	1.02822833644311	0.72663817558317	1.32981849730305	1.9751284859164802	7.07263999016608	4.40917242443517e-07	2.34549210544103e-06	6.512468260797809	0.1538725310509898
IRF6	4505	0.39428139508327	0.28327316374486794	0.505289626421673	5.67314613582448	7.36818046598511	2.32077664741574e-07	1.3283896002446998e-06	6.51182375882877	0.056636852723674753
DCAF5	8616	0.31364829632558006	0.22622858467516002	0.401068007976	6.90639794523576	7.442909120955269	1.9767703262316398e-07	1.1488426707681002e-06	6.51147572567297	0.04460189369919387
GAPDH	1892	-0.282930807879819	-0.36057229673374697	-0.20528931902589	11.5756250999451	-7.5595429322273695	1.54118393591416e-07	9.20073561741304e-07	6.51110044866177	0.03961300451731045
EDC3	4147	-0.3697166336129539	-0.47317579515136293	-0.26625747207454603	6.3950302341202	-7.41325925676687	2.1065076710026e-07	1.2174504112438e-06	6.51030605980829	0.05278528649918798
ADRM1	2341	-0.364181784048406	-0.46591206395534096	-0.262451504141471	6.519208651866549	-7.42637939815099	2.0480504918998e-07	1.18585823062711e-06	6.5092147279209005	0.0519032040341505
LRFN4	2738	0.5258571965658301	0.3775669352301429	0.674147457901516	5.49430936823184	7.35638320561816	2.3804700183140002e-07	1.3557788917111299e-06	6.50331864654369	0.07565829659984007
ZNF641	10689	0.501558986341852	0.35889746686551505	0.6442205058181889	4.80493311558825	7.293304124544719	2.7275494504782803e-07	1.5276476559331999e-06	6.5011338685827695	0.07278648952874334
SLC2A3	3938	1.09194006816167	0.770511072652645	1.4133690636707	1.1840425642308101	7.04730234989614	4.66107992925883e-07	2.46481219101796e-06	6.49531592797125	0.16399438546378953
HABP4	3125	0.741996824340598	0.525476202943646	0.9585174457375502	2.8576388261456	7.10905599088838	4.07138177577133e-07	2.18626905407721e-06	6.485643906043499	0.1104697047943633
PTGES3	4411	-0.32055773075969	-0.40912680258617995	-0.2319886589332	9.42690792786658	-7.50815646763216	1.71942990704461e-07	1.0138959088662599e-06	6.484952935806531	0.0451883019522908
CWF19L1	2681	-0.510603247680703	-0.656695836898875	-0.36451065846253095	4.49327147458272	-7.25044294893646	2.99273365058953e-07	1.6612861174964399e-06	6.48061730388365	0.07453703531539389
ZDHHC14	12080	1.21851049411827	0.8593365707701529	1.57768441746638	1.72227871020769	7.0377466412303695	4.75988147863468e-07	2.5117466595361803e-06	6.472928047929231	0.1832520017082212
PRDX2	1038	-0.33529760952161697	-0.428450381937282	-0.242144837105951	7.950621798652049	-7.46696000710117	1.8775868644379802e-07	1.09732180422343e-06	6.47048849899012	0.04752692470187016
TWF2	1625	0.5353225001205879	0.382036392601868	0.688608607639309	4.39195100684614	7.2447241596616605	3.03006914283449e-07	1.67902900507863e-06	6.4644047736366606	0.07820719771363291
PLEKHB1	3725	0.4221818244156811	0.30291058260287607	0.541453066228486	5.6499370050801305	7.34299012759099	2.45015635753214e-07	1.38971890315378e-06	6.46224722316638	0.06085267439428825
HELZ2	10129	0.47988771025764504	0.34350081100686103	0.61627460950843	5.054537505906941	7.299214479786861	2.69292592574614e-07	1.50960838554944e-06	6.45654465819752	0.0695851526789717
LGALSL	3827	-0.3716176307477771	-0.47627562104644894	-0.26695964044910503	6.03260396256459	-7.36602302803361	2.3315769465121497e-07	1.3333505676280198e-06	6.45544836876261	0.05339693382585304
PPP1R12A	8797	-0.460443710031358	-0.589634039353949	-0.331253380708767	6.51316321073892	-7.393595592593889	2.19735335590659e-07	1.26644141549969e-06	6.4508396839564	0.06591343332785256
DHRS7B	3205	0.750913244046317	0.531414398056554	0.9704120900360791	2.7654622812370198	7.09686715570781	4.1813784723937e-07	2.23860438044512e-06	6.446837550976349	0.11198920713763395
TMEM136	7055	0.39898873893694803	0.28622145883121397	0.511756019042682	5.57086190001475	7.33984156914073	2.46684135835922e-07	1.3966478179732201e-06	6.43817338995965	0.05753432658455816
PPL	6402	1.19870914368925	0.8448212650922591	1.55259702228625	1.8098545855896002	7.02679500202376	4.875766465845359e-07	2.5685611710717603e-06	6.4379643743722905	0.18055504010050788
SNX5	2542	-0.312806476054001	-0.399920369087414	-0.225692583020588	7.72976894372771	-7.448991288072269	1.9511894769010898e-07	1.13503116103958e-06	6.43033356759785	0.04444586379255766
TANGO2	4444	0.656690025705843	0.465789530503361	0.847590520908325	3.56005280709146	7.13612613746129	3.83759839341624e-07	2.0758899833879903e-06	6.42809500911811	0.09739821183800101
COL16A1	6539	1.57027761417653	1.10676380647432	2.03379142187875	0.83581162039282	7.02785700690235	4.864403039293789e-07	2.5636552442753602e-06	6.42464552113204	0.23648663658276278
LPIN2	6910	0.38558823037815704	0.27703809752666	0.494138363229654	6.389975143884981	7.368898300711889	2.31719453461915e-07	1.32694681068594e-06	6.41837282324399	0.055382720842600514
AAAS	1915	-0.377697410512869	-0.48440888649322206	-0.270985934532517	5.83254571356761	-7.34246750929816	2.45291778660893e-07	1.39065420636727e-06	6.41834644622146	0.05444463060222068
SPPL2A	7331	0.44668966622884204	0.32057942210764	0.572799910350044	6.06030544813609	7.34792461683115	2.42424044100102e-07	1.3768936734645e-06	6.41783570632537	0.06434196128632753
SF3B2	3467	-0.28015980713766303	-0.357907039569224	-0.202412574706101	9.36841377688877	-7.4753244048641205	1.8443056512770697e-07	1.07938506304376e-06	6.41752903358805	0.03966695532222525
RASSF3	3723	-0.3091641101676	-0.39526725630310705	-0.223060964032094	8.05892873244372	-7.44867807510639	1.9524984548698603e-07	1.1352643341548e-06	6.41733959642151	0.04393017659974823
CDK19	7704	-0.33041944959596	-0.42235710274812804	-0.23848179644379103	8.42616551977537	-7.45557842500013	1.92386878375696e-07	1.12174830530531e-06	6.411500037930111	0.04690696589396352
DTX1	3930	1.49130031551157	1.05069522948273	1.93190540154042	0.920646921151177	7.02141684294704	4.93373275234073e-07	2.59472415384987e-06	6.409070176564191	0.22479851328002295
PPP1R9B	5464	0.38585515479717003	0.276493059441068	0.495217250153272	5.645842804406019	7.31925093559484	2.5788769518066397e-07	1.4534959772107599e-06	6.406024030668259	0.05579698742658266
NRCAM	12511	-0.407527728399306	-0.5218469442681289	-0.293208512530484	7.23548116320258	-7.39515157228029	2.19002006932771e-07	1.26279708886835e-06	6.405585262655981	0.05832613054531758
PRMT2	11968	0.31668427151282896	0.22807757340669896	0.40529096961895794	7.36644401628343	7.41428189520951	2.10189018668277e-07	1.21534362736916e-06	6.40478014539536	0.04520749903373954
